contrast	library	term	nes	nominal_p	fdr	leading_edge_genes
SpivsNC	Reactome_2022	HS-GAG Biosynthesis R-HSA-2022928	-1.6758097912	0.0142405063291	0.0290643320595	GPC6;GPC3;SLC35D2;SDC4;HS6ST1;HS3ST5;NDST1;HS3ST3B1;HS3ST3A1
SpivsNC	Reactome_2022	Hedgehog Ligand Biogenesis R-HSA-5358346	-1.78457165998	0.00140449438202	0.0141049894586	P4HB;PSMB4;PSMC3;PSMD14;PSMB3;PSMA6;PSMD8;RPS27A;PSMD4;PSMD7;PSME4;PSME3;PSMD12;UBA52;PSMB7;PSMC4;PSMB2;PSME1;PSMD11;PSMA7;VCP;HHAT;PSMC5;SHH;PSMC2;PSMA5;ERLEC1;SEL1L;PSMD2;PSMD13;PSMB1;PSMD5
SpivsNC	Reactome_2022	Heme Signaling R-HSA-9707616	-1.7069332079	0.00581395348837	0.0243473802092	NFE2L2;APOB;NR1D1;MAFK;HMOX1;NRIP1;CREBBP;TBL1X;EP300;TBL1XR1;GDNF;NCOA1;SIRT1;MEF2D
SpivsNC	Reactome_2022	Hemostasis R-HSA-109582	-1.79618000596	0	0.0130636970076	THBS1;SLC7A11;RHOB;SH2B3;FGB;FN1;APOB;MAFG;SRC;SLC3A2;MAFK;GTPBP2;SERPINA3;ATP1B1;MAFF;SLC7A5;HSPA5;KIF3C;ITPR3;CARMIL1;TNFRSF10B;SLC7A6;CD63;DOCK4;DAGLA;ATP2A2;FGG;GRB7;PRKAR1B;SERPINA5;PRKAR1A;DOCK1;SDC4;FGA;ABL1;APOH;ZFPM1;MERTK;DGKK;PPP2R5E;ADRA2C;C1QBP;PFN1;PTPN1;ESAM;SHC1;GATA2;BCAR1;PROS1;ITPR2;PPP2R5A;BRPF3;ATP2B1;PDPK1;THPO;ITGB1;TNFRSF10A;GATA4;CABLES1;ITPR1;ITIH4;LHFPL2;PPP2CA;TMSB4X;CD9;GNAQ;TIMP1;ITGA10;LCK;ABCC4;F7;MAG;GNG5;ANXA5;VEGFA;PRKCD;TGFB1;STIM1;IRF1;SERPINA4;F5;PRKCE;YWHAZ;PRKCA;PRKCZ;PRKAR2A;MAGED2;KIF21B;RCOR1;WDR1;PTK2;LGALS3BP;F11R;RHOA;ORAI2;CSK;RAP1B;GNB1;RAD51B;KIF16B;HDAC2;PDE11A;KIF1C;SGPP2;GRB2;MANF;GNG4;TSPAN7;ORM1;CXADR;APP;CALU;PAFAH2;EPCAM;PRKCH;LYN;SERPINF2;PHACTR2;ITPK1;PTPN11;ALB;GNA11;SYTL4;H3-3B;F3;SERPING1;PIK3R1;TLN1;HABP4;TUBA4A;CAPZB
SpivsNC	Reactome_2022	Hh Mutants Abrogate Ligand Secretion R-HSA-5387390	-1.85929716736	0.00142045454545	0.0073048193175	PSMB4;PSMC3;PSMD14;PSMB3;PSMA6;PSMD8;RPS27A;PSMD4;PSMD7;PSME4;PSME3;PSMD12;UBA52;PSMB7;PSMC4;PSMB2;PSME1;PSMD11;PSMA7;VCP;HHAT;PSMC5;SHH;PSMC2;PSMA5;ERLEC1;SEL1L;PSMD2;PSMD13;PSMB1;PSMD5
SpivsNC	Reactome_2022	Hh Mutants Are Degraded By ERAD R-HSA-5362768	-1.86744552098	0.00140845070423	0.00681159173698	PSMB4;PSMC3;PSMD14;PSMB3;PSMA6;PSMD8;RPS27A;PSMD4;PSMD7;PSME4;PSME3;PSMD12;UBA52;PSMB7;PSMC4;PSMB2;PSME1;PSMD11;PSMA7;VCP;PSMC5;SHH;PSMC2;PSMA5;ERLEC1;SEL1L;PSMD2;PSMD13;PSMB1;PSMD5
SpivsNC	Reactome_2022	IRAK4 Deficiency (TLR2/4) R-HSA-5603041	-1.61484317685	0.03264604811	0.0458711329974	FGB;FGG;FGA;MYD88
SpivsNC	Reactome_2022	IRE1alpha Activates Chaperones R-HSA-381070	-1.74274976662	0.00300751879699	0.0184009542539	HYOU1;ERN1;GFPT1;HSPA5;LMNA;PREB;SERP1;WIPI1;PDIA6;SHC1;SRPRB;PDIA5;DNAJC3;CTDSP2;SRPRA;YIF1A;DNAJB11;KDELR3;GOSR2
SpivsNC	Reactome_2022	Inflammasomes R-HSA-622312	-1.62078445772	0.0182421227197	0.0442074148781	BCL2L1;HMOX1;NFKB1;TXNIP;NFKB2;APP;HSP90AB1;TXN2;RELA
SpivsNC	Reactome_2022	Influenza Infection R-HSA-168255	-1.67876091345	0.00125470514429	0.028977524058	CALR;KPNB1;KPNA4;RPS12;RPLP0;RPLP2;RPL22L1;RSL24D1;RPL28;RPL34;NUP153;RPS5;RPS23;CANX;RPS21;FAU;RPS11;RPS14;RPL19;RPL27A;RPS29;SEC13;RPS20;DNAJC3;RPL37;RPS16;NUP98;RPS4Y1;RPS27A;TGFB1;RPL39;RPL8;RPS9;RPL23;RPL30;RPL13A;RPS6;UBA52;GTF2F1;RPL18A;CLTA;RPLP1;RPS3A;POLR2D;RPL10A;RPS3;RPL6;RPS13;RPL7A;RPS7;RPL38;RPL9;RPSA;RPL41;RPL37A;NUP42;RPS2;RPS27;RPS4X;NUP88;RPL3;IPO5;RPL11;RPL32;GRSF1;GTF2F2;RPS24;NUP50;RPS8;RPL23A;RPS28;RPL12;RPS19;RPL35A;RPS17;NUP43;PBRM1;NUP93;SEH1L;MRPL13
SpivsNC	Reactome_2022	Influenza Viral RNA Transcription And Replication R-HSA-168273	-1.70741358645	0.00131752305665	0.024384923546	RPS12;RPLP0;RPLP2;RPL22L1;RSL24D1;RPL28;RPL34;NUP153;RPS5;RPS23;RPS21;FAU;RPS11;RPS14;RPL19;RPL27A;RPS29;SEC13;RPS20;DNAJC3;RPL37;RPS16;NUP98;RPS4Y1;RPS27A;RPL39;RPL8;RPS9;RPL23;RPL30;RPL13A;RPS6;UBA52;GTF2F1;RPL18A;RPLP1;RPS3A;POLR2D;RPL10A;RPS3;RPL6;RPS13;RPL7A;RPS7;RPL38;RPL9;RPSA;RPL41;RPL37A;NUP42;RPS2;RPS27;RPS4X;NUP88;RPL3;IPO5;RPL11;RPL32;GRSF1;GTF2F2;RPS24;NUP50;RPS8;RPL23A;RPS28;RPL12;RPS19;RPL35A;RPS17;NUP43;PBRM1;NUP93;SEH1L;MRPL13
SpivsNC	Reactome_2022	Insertion Of Tail-Anchored Proteins Into Endoplasmic Reticulum Membrane R-HSA-9609523	-1.76465674685	0.00331125827815	0.0154025413924	VAPA;HMOX1;GET4;SERP1;PRNP;UBL4A;SEC61G;SGTA;ALDH3A2;STX5;APP;SEC61B
SpivsNC	Reactome_2022	Integrin Cell Surface Interactions R-HSA-216083	-1.63996038427	0.00724637681159	0.0382942047791	THBS1;FGB;FN1;FGG;FGA;ICAM1;ITGB1;ITGA10
SpivsNC	Reactome_2022	Integrin Signaling R-HSA-354192	-1.97458056242	0	0.00149982121706	FGB;FN1;SRC;FGG;FGA;PTPN1;SHC1;BCAR1;PDPK1;PTK2;CSK;RAP1B;GRB2
SpivsNC	Reactome_2022	Interleukin-1 Family Signaling R-HSA-446652	-1.84651666046	0	0.00832360637526	SQSTM1;IL1R1;STAT3;IL1RN;NFKBIA;PTPN14;RIPK2;IKBKG;NFKB1;NFKBIB;PTPN12;IL18;NLRC5;PSMB4;IRAK2;PSMC3;MYD88;PSMD14;PELI1;NFKB2;PSMB3;PSMA6;PSMD8;RPS27A;PSMD4;PSMD7;PSME4;PSME3;PSMD12;TNIP2;IRAK1;UBA52;PSMB7;PSMC4;PSMB2;PSME1;MAP3K8;PSMD11;PSMA7;APP;PSMC5;PSMC2;PTPN11;PSMA5;TAB2;TOLLIP;PTPN4;IL1R2;PSMD2;PSMD13;USP14;RELA;FBXW11;PSMB1;PSMD5
SpivsNC	Reactome_2022	Interleukin-1 Signaling R-HSA-9020702	-1.91134205039	0	0.0038811959461	SQSTM1;IL1R1;IL1RN;NFKBIA;RIPK2;IKBKG;NFKB1;NFKBIB;NLRC5;PSMB4;IRAK2;PSMC3;MYD88;PSMD14;PELI1;NFKB2;PSMB3;PSMA6;PSMD8;RPS27A;PSMD4;PSMD7;PSME4;PSME3;PSMD12;TNIP2;IRAK1;UBA52;PSMB7;PSMC4;PSMB2;PSME1;MAP3K8;PSMD11;PSMA7;APP;PSMC5;PSMC2;PSMA5;TAB2;TOLLIP;IL1R2;PSMD2;PSMD13;USP14;RELA;FBXW11;PSMB1;PSMD5
SpivsNC	Reactome_2022	Interleukin-10 Signaling R-HSA-6783783	-1.9948199704	0	0.000957710040065	CXCL8;CSF1;IL1R1;CCL20;LIF;STAT3;IL1RN;ICAM1;TNFRSF1A;IL18;TIMP1
SpivsNC	Reactome_2022	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	-2.08099257391	0	0.000302805380315	MYC;FN1;MCL1;BCL2L1;CXCL8;HIF1A;LIF;HMOX1;IL4R;STAT3;HSP90B1;ICAM1;SOCS3;CDKN1A;CEBPD;FOXO3;LONP1;FOS;ITGB1;IL18;RHOU;TIMP1;MMP3;VEGFA;TGFB1;MAOA;BCL6
SpivsNC	Reactome_2022	Interleukin-6 Family Signaling R-HSA-6783589	-1.61064070142	0.0132231404959	0.0471258897245	IL11;LIF;IL6ST;STAT3;SOCS3;CLCF1;OSMR;CBL
SpivsNC	Reactome_2022	Intracellular Signaling By Second Messengers R-HSA-9006925	-1.91511502273	0	0.00379192087365	EGR1;TRIB3;JUN;IER3;CBX4;SRC;IRS1;VAPA;PHC2;ITPR3;PDGFRB;RPTOR;PIP4K2A;PRKAR1B;GATAD2A;PIP5K1B;PRKAR1A;SCMH1;PIP5K1A;FGFR4;PPP2R5E;CDKN1A;FOXO3;TNRC6C;MTA2;ITPR2;PPP2R5A;RRAGC;PDPK1;PHLPP2;PSMB4;EGFR;ITPR1;PSMC3;MYD88;PSMD14;PPP2CA;GDNF;AREG;CAMK2D;PSMB3;LCK;PSMA6;PSMD8;AKT1S1;CSNK2A2;RPS27A;PSMD4;PSMD7;GSK3B;PRKCD;STUB1;PRR5;PSME4;ADCY9;ATN1;PSME3;PSMD12;EREG;TGFA;IRAK1;NEDD4;PPARG;PRKCE;HBEGF;UBA52;PSMB7;PSMC4;PRKCA;PSMB2;PRKAR2A;RCOR1;PSME1;HDAC2;PSMD11;TRIM27;PSMA7;GRB2;PIK3AP1;CDKN1B;RICTOR;CHD4;PHLPP1;PSMC5;MAF1;PSMC2;PTPN11;PSMA5;NBEA;GATAD2B;PIK3R1;USP7;PSMD2;PSMD13;RING1;MLST8;PSMB1;NR4A1;PSMD5;FGF19
SpivsNC	Reactome_2022	KEAP1-NFE2L2 Pathway R-HSA-9755511	-2.35625373028	0	0	SLC7A11;NFE2L2;SESN2;SQSTM1;MYC;SRXN1;TXNRD1;MAP1LC3B;MAFG;MAFK;ATF4;GCLC;HMOX1;TALDO1;GCLM;CREBBP;GSR;GSTA1;EP300;TKT;PSMB4;NPLOC4;NQO1;PSMC3;PSMD14;PHGDH;PSMB3;UBL4A;PSMA6;PSMD8;CSNK2A2;RPS27A;KEAP1;PSMD4;PSMD7;GSK3B;PRKCD;PSME4;PSME3;PSMD12;UBA52;PSMB7;PSMC4;PSMB2;PSME1;PSMD11;PSMA7;VCP
SpivsNC	Reactome_2022	Keratinization R-HSA-6805567	-1.77227322978	0.00292825768668	0.0152007160408	KRT18;KRT23;PRSS8;KRT19;FURIN;KRT8;PKP2;PPL;CAPN1;PKP4;KRT10;RCAN1;KRTAP3-1;CAPNS1;KRT80;KRT20;KRTAP2-3
SpivsNC	Reactome_2022	L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827	-2.28876536827	0	0	EIF2S2;RPS12;RPLP0;EIF3B;RPLP2;RPL22L1;RSL24D1;RPL28;RPL34;RPS5;EIF3I;RPS23;RPS21;FAU;RPS11;EIF3J;EIF3K;EIF3C;RPS14;EIF4G1;RPL19;RPL27A;RPS29;EIF4B;RPS20;RPL37;RPS16;RPS4Y1;RPS27A;PABPC1;EIF3A;RPL39;RPL8;RPS9;RPL23;RPL30;RPL13A;RPS6;EIF3M;UBA52;RPL18A;RPLP1;RPS3A;RPL10A;RPS3;RPL6;RPS13;RPL7A;EIF2S3;RPS7;RPL38;RPL9;RPSA;RPL41;RPL37A;RPS2;RPS27;RPS4X;RPL3;EIF3H;RPL11;RPL32;EIF4E;RPS24;RPS8;RPL23A;RPS28;RPL12;RPS19;RPL35A;RPS17
SpivsNC	Reactome_2022	MAP Kinase Activation R-HSA-450294	-1.69744771261	0.00439882697947	0.0253261099484	JUN;DUSP6;RPS6KA3;RIPK2;IKBKG;NFKB1;FOS;IRAK2;PPP2CA;DUSP3;GDNF;RPS27A;TNIP2;IRAK1;UBA52;MAP3K8;MAPKAPK2;MAP2K3;RPS6KA2;TAB2;MAP2K7;FBXW11
SpivsNC	Reactome_2022	MAP2K And MAPK Activation R-HSA-5674135	-1.69747946759	0.00616332819723	0.0254608365395	FGB;FN1;SRC;FGG;FGA;MAP2K2;YWHAB;MARK3;CSK;RAP1B;PEBP1;BRAF
SpivsNC	Reactome_2022	MAPK Family Signaling Cascades R-HSA-5683057	-1.84753910475	0	0.00826681118287	JUN;MYC;FGB;FN1;SRC;DUSP6;BCL2L1;IRS1;DUSP16;IL6ST;PDGFRB;FGG;FGA;ETV4;FGFR4;RASAL2;PPP2R5E;SPTBN1;SHC1;FOXO3;HSPB1;SPRED2;TNRC6C;DUSP8;DUSP5;RAPGEF2;MAP2K2;PPP2R5A;GRIN2D;PSMB4;EGFR;PSMC3;PSMD14;PPP2CA;GDNF;AREG;CAMK2D;PSMB3;CDC42EP2;PSMA6;PSMD8;RPS27A;PSMD4;PSMD7;YWHAB;PSME4;NCOA3;PSME3;PSMD12;EREG;TGFA;RASGRF2;HBEGF;UBA52;PSMB7;PSMC4;PRKCA;PSMB2;PTK2;MARK3;PHB1;PSME1;CSK;RAP1B;PEBP1;DNAJB1;DUSP12;IL6R;PSMD11;PSMA7;GRB2;IGF2BP1;BRAF;PKN1;ABHD17B;PSMC5;DAB2IP;DUSP10;PSMC2;PTPN11;PSMA5;PIK3R1;TLN1;CDC14A;PSMD2;PSMD13;PEA15
SpivsNC	Reactome_2022	MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282	-1.69388044871	0.0048309178744	0.0259009475876	JUN;DUSP6;RPS6KA3;FOS;PPP2CA;DUSP3;GDNF
SpivsNC	Reactome_2022	MAPK1/MAPK3 Signaling R-HSA-5684996	-1.83159814832	0	0.00991407245178	FGB;FN1;SRC;DUSP6;BCL2L1;IRS1;DUSP16;IL6ST;PDGFRB;FGG;FGA;FGFR4;RASAL2;PPP2R5E;SPTBN1;SHC1;SPRED2;DUSP8;DUSP5;RAPGEF2;MAP2K2;PPP2R5A;GRIN2D;PSMB4;EGFR;PSMC3;PSMD14;PPP2CA;GDNF;AREG;CAMK2D;PSMB3;PSMA6;PSMD8;RPS27A;PSMD4;PSMD7;YWHAB;PSME4;PSME3;PSMD12;EREG;TGFA;RASGRF2;HBEGF;UBA52;PSMB7;PSMC4;PSMB2;PTK2;MARK3;PHB1;PSME1;CSK;RAP1B;PEBP1;DUSP12;IL6R;PSMD11;PSMA7;GRB2;BRAF;ABHD17B;PSMC5;DAB2IP;DUSP10;PSMC2;PTPN11;PSMA5;PIK3R1;TLN1;PSMD2;PSMD13;PEA15;PSMB1;PSMD5;FGF19
SpivsNC	Reactome_2022	MAPK6/MAPK4 Signaling R-HSA-5687128	-1.72730001734	0.0027027027027	0.0202543154388	JUN;MYC;ETV4;FOXO3;HSPB1;TNRC6C;PSMB4;PSMC3;PSMD14;PSMB3;CDC42EP2;PSMA6;PSMD8;RPS27A;PSMD4;PSMD7;PSME4;NCOA3;PSME3;PSMD12;UBA52;PSMB7;PSMC4;PRKCA;PSMB2;PSME1;DNAJB1;PSMD11;PSMA7;IGF2BP1;PKN1;PSMC5;PSMC2;PSMA5;CDC14A;PSMD2;PSMD13;PSMB1;PSMD5
SpivsNC	Reactome_2022	Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226	-2.16384911959	0	4.57572574698e-05	RCL1;RRP7A;RPS12;RPLP0;WDR43;UTP4;RPLP2;NOP14;BYSL;WDR46;RPL22L1;RSL24D1;WDR12;IMP4;RPL28;RPL34;RPS5;SNU13;NIP7;RPS23;EBNA1BP2;NOP58;RPS21;FAU;RPS11;EMG1;RPS14;UTP11;RPL19;RPL27A;EXOSC6;RPS29;FBL;WDR18;DHX37;RPS20;UTP25;RPL37;RPS16;RPS4Y1;RPS27A;RPL39;RPL8;RPS9;RPL23;PES1;RPL30;RPL13A;RPS6;UBA52;RPL18A;RPLP1;DDX49;RPS3A;UTP15;NOL12;EXOSC8;RPL10A;RPS3;RPL6;UTP6;RPS13;RPL7A;PDCD11;RPS7;RPL38;RPL9;PWP2;RPSA;RPL41;SENP3;PNO1;RPL37A;UTP3;RPS2;RPS27;FTSJ3;RPS4X;NOL6;RPP14;RPL3
SpivsNC	Reactome_2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291	-1.98524106819	0	0.00124792520372	GPT2;ASNS;SARS1;SMOX;PSAT1;TXNRD1;SLC38A1;SLC3A2;PYCR1;ARG2;PSPH;MARS1;BCAT1;PAH;ASS1;NAGS;SLC7A5;EPRS1;KYNU;GLUD1;AGXT;AIMP1;RPS12;HGD;ALDH18A1;RPLP0;RPLP2;SERINC5;ASL;GSR;RPL22L1;RSL24D1;RPL28;RPL34;RPS5;SQOR;EEF1E1;GCAT;GLDC;SBDS;RPS23;SLC6A11;IARS1;RPS21;FAU;RPS11;GAMT;PSMB4;RPS14;RPL19;NQO1;RPL27A;PSMC3;RPS29;PSMD14;PHGDH;RPS20;ADO;PSMB3;PYCR2;PSMA6;RPL37;SLC6A12;RPS16;PSMD8;RPS4Y1;RPS27A;GRHPR;PSMD4;PDHA1;PSMD7;AZIN1;RPL39;OAZ1;RPL8;RPS9;RPL23;PAPSS1;SLC25A13;FAH;PSME4;GOLT1A;PSME3;PSMD12;RPL30;RPL13A;ETHE1;RPS6;UBA52;PSMB7;PSMC4;PSMB2;RPL18A;RPLP1;RPS3A;IVD;RPL10A;PSME1;RPS3;RPL6;MTRR;HPD;RPS13;PSMD11;PSMA7;RPL7A;RPS7;SCLY;RPL38;BHMT2;RPL9;RPSA;RPL41;MPST;PSMC5;RPL37A;MTAP;MCCC2;TINAGL1;PSMC2;RPS2;RPS27;HNMT;PSMA5;RPS4X;DDC;PCBD1;RPL3;MCCC1;SLC45A2;TXN2;SLC25A10;PSMD2;PSMD13
SpivsNC	Reactome_2022	Metabolism Of Folate And Pterines R-HSA-196757	-1.75128653553	0.0114192495922	0.0170827094554	MTHFD2;SHMT2;MTHFD1L;ALDH1L2;ALDH1L1;SLC25A32;MTHFD1;FPGS;SLC19A1
SpivsNC	Reactome_2022	Metabolism Of Polyamines R-HSA-351202	-1.93770862872	0	0.00274543544819	SMOX;SLC38A1;PSMB4;NQO1;PSMC3;PSMD14;PSMB3;PSMA6;PSMD8;PSMD4;PSMD7;AZIN1;OAZ1;PSME4;PSME3;PSMD12;PSMB7;PSMC4;PSMB2;PSME1;PSMD11;PSMA7;PSMC5;PSMC2;PSMA5;PSMD2;PSMD13;PSMB1;PSMD5
SpivsNC	Reactome_2022	Metal Ion SLC Transporters R-HSA-425410	-1.80899439421	0	0.0116096871346	SLC39A14;SLC31A1;SLC30A1;SLC39A5;SLC39A1;SLC39A3;SLC30A7;SLC41A2;SLC39A7;SLC30A10
SpivsNC	Reactome_2022	Mitochondrial Protein Import R-HSA-1268020	-1.66933884785	0.00426742532006	0.0303882718973	HSPA9;GRPEL2;CHCHD2;TIMM44;ATP5F1B;CS;TIMM9;TIMM13;CHCHD3;ATP5F1A;TIMM10;SLC25A13;CHCHD10;PITRM1;CMC2;HSCB;TIMM23;TOMM40;FXN;GRPEL1;LDHD;TIMM10B;TIMM50;GFER;TIMM8A
SpivsNC	Reactome_2022	Mitophagy R-HSA-5205647	-1.62460684302	0.0140625	0.0431540116301	SQSTM1;MAP1LC3B;SRC;PGAM5;CSNK2A2;RPS27A;ULK1;UBA52;ATG5;TOMM40
SpivsNC	Reactome_2022	MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871	-1.73899313593	0	0.0189108665487	JUN;DUSP6;RPS6KA3;NFKBIA;RIPK2;IKBKG;NFKB1;NFKBIB;FOS;NLRC5;IRAK2;MYD88;PELI1;PPP2CA;DUSP3;GDNF;NFKB2;RPS27A;TNIP2;IRAK1;UBA52;ECSIT;MAP3K8;APP;MAPKAPK2;MAP2K3;RPS6KA2;TAB2;MAP2K7;USP14;RELA;FBXW11
SpivsNC	Reactome_2022	MyD88 Deficiency (TLR2/4) R-HSA-5602498	-1.60410732283	0.0318021201413	0.0485848975147	FGB;FGG;FGA;MYD88
SpivsNC	Reactome_2022	MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155	-1.66119286623	0.00532623169108	0.032465587121	JUN;DUSP6;RPS6KA3;NFKBIA;RIPK2;IKBKG;NFKB1;NFKBIB;FOS;NLRC5;IRAK2;MYD88;PELI1;PPP2CA;DUSP3;GDNF;NFKB2;RPS27A;TNIP2;IRAK1;UBA52;ECSIT;MAP3K8;APP;MAPKAPK2;MAP2K3;RPS6KA2;TAB2;MAP2K7;USP14;RELA;FBXW11
SpivsNC	Reactome_2022	MyD88-independent TLR4 Cascade R-HSA-166166	-1.72653118452	0.00131061598952	0.0202862126867	JUN;DUSP6;UBE2D2;UBE2D3;RPS6KA3;NFKBIA;RIPK2;IKBKG;NFKB1;NFKBIB;FOS;NLRC5;IRAK2;PPP2CA;DUSP3;GDNF;NFKB2;RPS27A;IKBKE;IRF3;TNIP2;IRAK1;UBA52;FADD;MAP3K8;APP;MAPKAPK2;MAP2K3;RPS6KA2;PTPN11;BIRC2;TAB2;MAP2K7;USP14;RELA;FBXW11;TRAF3
SpivsNC	Reactome_2022	MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058	-1.76931557672	0	0.0152776297668	JUN;FGB;DUSP6;FGG;RPS6KA3;NFKBIA;FGA;RIPK2;IKBKG;NFKB1;NFKBIB;FOS;NLRC5;IRAK2;MYD88;PELI1;PPP2CA;DUSP3;GDNF;NFKB2;RPS27A;TNIP2;IRAK1;UBA52;ECSIT;MAP3K8;APP;MAPKAPK2;MAP2K3;RPS6KA2;TAB2;MAP2K7;USP14;RELA;FBXW11
SpivsNC	Reactome_2022	NGF-stimulated Transcription R-HSA-9031628	-1.91385457513	0	0.00376457436456	EGR1;TRIB1;FOSL1;NAB2;SGK1;VGF;EP300;FOS;JUND;GDNF;TCF12;ID2;MEF2D;CHD4;ID1;EGR3;F3
SpivsNC	Reactome_2022	NIK To Noncanonical NF-kB Signaling R-HSA-5676590	-1.83709660554	0	0.00935677252106	PSMB4;RELB;PSMC3;PSMD14;NFKB2;PSMB3;PSMA6;PSMD8;RPS27A;PSMD4;PSMD7;PSME4;UBE2M;PSME3;PSMD12;UBA52;PSMB7;PSMC4;PSMB2;MAP3K14;PSME1;PSMD11;PSMA7;PSMC5;PSMC2;PSMA5;PSMD2;PSMD13;FBXW11;PSMB1;PSMD5
SpivsNC	Reactome_2022	Negative Regulation Of MAPK Pathway R-HSA-5675221	-1.61177789797	0.0196671709531	0.0467780752093	DUSP6;DUSP16;PPP2R5E;DUSP8;DUSP5;MAP2K2;PPP2R5A;PPP2CA;RPS27A;YWHAB;UBA52;MARK3;PEBP1;DUSP12;BRAF;DUSP10
SpivsNC	Reactome_2022	Negative Regulation Of NOTCH4 Signaling R-HSA-9604323	-1.66338807253	0.00137931034483	0.0320242139138	PSMB4;PSMC3;PSMD14;PSMB3;PSMA6;PSMD8;RPS27A;PSMD4;PSMD7;PSME3;PSMD12;YWHAZ;UBA52;PSMB7;PSMC4;PSMB2;PSME1;PSMD11;PSMA7;PSMC5;PSMC2;PSMA5;PSMD2;PSMD13;PSMB1;PSMD5;NOTCH4
SpivsNC	Reactome_2022	Negative Regulation Of PI3K/AKT Network R-HSA-199418	-1.86589937804	0	0.00679629853595	TRIB3;IER3;SRC;IRS1;PDGFRB;PIP4K2A;PIP5K1B;PIP5K1A;FGFR4;PPP2R5E;PPP2R5A;PHLPP2;EGFR;MYD88;PPP2CA;AREG;LCK;EREG;TGFA;IRAK1;HBEGF;GRB2;PIK3AP1;PHLPP1
SpivsNC	Reactome_2022	Nervous System Development R-HSA-9675108	-1.84795825861	0	0.00836306631458	RELN;RHOB;EPHA2;MYO10;SIAH2;SRC;NRP1;UTRN;MPZ;VLDLR;NAB2;GSPT1;GRB10;SRGAP1;ADGRG6;RPS12;SIAH1;RPLP0;NRCAM;GRB7;VASP;RPS6KA3;PLXNC1;RPLP2;DOCK1;ABL1;ETF1;RPL22L1;ARHGEF28;PFN1;RSL24D1;YAP1;SPTBN1;RPL28;EPHB4;SHC1;RPL34;MYH9;RPS5;SH3KBP1;SCN1A;MAP2K2;NTN4;RPS23;RPS21;ITGB1;LIMK2;LAMB1;FAU;CD24;RPS11;ROBO1;TEAD1;PRNP;ABL2;PSMB4;EGFR;RPS14;EIF4G1;RPL19;RPL27A;PSMC3;RPS29;DOK6;PSMD14;ARHGAP35;GDNF;RPS20;PSMB3;ITGA10;PSMA6;RPL37;ACTR3;SCN9A;RPS16;PSMD8;MAG;RPS4Y1;CSNK2A2;RPS27A;LIMK1;ARPC2;PSMD4;PABPC1;ROCK2;PSMD7;GSK3B;RPL39;MYL12B;RPL8;RPS9;RPL23;PSME4;SEMA3A;PSME3;PSMD12;RPL30;NCK2;RPL13A;RPS6;UBA52;ELOB;PSMB7;PSMC4;PRKCA;NCK1;PSMB2;RPL18A;CLTA;RPLP1;RPS3A;PRKAR2A;CLTB;PTK2;RND1;ARPC1B;RHOA;RPL10A;PSME1;RPS3;SHTN1;RPL6;HDAC2;PITPNA;RPS13;PSMD11;PLXND1;PSMA7;GRB2;RPL7A;SRGAP2;RPS7;SEMA4D;RPL38;RPL9;RPSA;HSP90AB1;PKN1;RPL41;PSMC5;RPL37A;LYN;RPS6KA2;LYPLA2;PSMC2;RPS2;PTPN11;RPS27;PSMA5;RPS4X;NCBP1;ABLIM3;RPL3;WASL;PIK3R1;TLN1;PSMD2;PSMD13;COL4A4;EFNA2;ADGRV1;RPL11;CACNB4;ANK2;MYH11;MYH14;PSMB1;MSI1;PSMD5;RPL32;LAMA1;EIF4A3;ANK1;ENAH;ARHGEF12;RPS24;FES;ELOC;PLXNB3;COL9A3;EGR2;GAB2;RPS8;RPL23A;LAMA2;SCN2A;RPS28;ARHGAP39;RPL12;RPS19;AP2A1
SpivsNC	Reactome_2022	Netrin-1 Signaling R-HSA-373752	-1.73382050128	0	0.0191951695086	MYO10;SIAH2;SRC;SIAH1;DOCK1;NTN4;ROBO1;NCK1;PTK2;PITPNA;PKN1;PTPN11;ABLIM3;WASL
